room,treatment,round,roundcomplete,player1action,player2action,player1jartype,player1bluecount,player2highbluecount,player2lowbluecount,player1earnings,player2earnings,player1name,player2name,player1_lastseen,player2_lastseen,player1_ready,player2_ready,drawn_ball,player1earnings_difference,player2earnings_difference,player1_quiz_finished,player2_quiz_finished,drawn_low,drawn_high,finish_code_player1,finish_code_player2
w5u4v,holistic,4,true,Offer,MixWithHighBlue,high_quality,84,99,24,540,550,5e646abe244a7f1feb0f6321,5c28113978fad50001932f58,2021-06-18 15:05:07.04,2021-06-18 15:05:06.785,true,true,2 blue balls,16,20,true,true,blue,blue,5e646abe244a7f1feb0f63216zLgQ,5c28113978fad50001932f58PeylG
fEmHe,status_quo,10,true,Offer,MixWithHighBlue,high_quality,85,66,0,548,436,5dec30eb6c078132a7db440e,5d37d2861566530016a061de,2021-06-18 15:05:39.796,2021-06-18 15:05:37.126,false,false,blue ball,8,24,true,true,red,blue,5dec30eb6c078132a7db440ewAtzQ,5d37d2861566530016a061debNmXH
fEmHe,status_quo,7,true,Offer,MixWithHighBlue,high_quality,99,89,31,524,468,5dec30eb6c078132a7db440e,5d37d2861566530016a061de,2021-06-18 15:04:34.664,2021-06-18 15:04:34.522,true,true,blue ball,8,24,true,true,red,blue,5dec30eb6c078132a7db440ewAtzQ,5d37d2861566530016a061debNmXH
w5u4v,holistic,5,true,NoOffer,NA,low_quality,34,55,34,556,570,5e646abe244a7f1feb0f6321,5c28113978fad50001932f58,2021-06-18 15:05:19.079,2021-06-18 15:05:19.398,true,true,2 blue balls,16,20,true,true,blue,blue,5e646abe244a7f1feb0f63216zLgQ,5c28113978fad50001932f58PeylG
xM6eQ,holistic,3,true,Offer,MixWithHighBlue,high_quality,100,89,53,540,550,5f98ab718920801c578363ab,60051d10e63710373daee6e7,2021-06-18 15:04:32.177,2021-06-18 15:04:31.179,true,true,2 blue balls,16,20,true,true,blue,blue,5f98ab718920801c578363abT98NT,60051d10e63710373daee6e7uRA36
fEmHe,status_quo,9,true,Offer,MixWithHighBlue,low_quality,47,43,33,540,412,5dec30eb6c078132a7db440e,5d37d2861566530016a061de,2021-06-18 15:05:15.737,2021-06-18 15:05:15.893,true,true,red ball,8,-80,true,true,blue,red,5dec30eb6c078132a7db440ewAtzQ,5d37d2861566530016a061debNmXH
JjZUS,holistic,3,true,Offer,RejectOffer,low_quality,16,97,44,532,540,56021163e372c00011bd426d,5c55fec09fcbc40001dc50b5,2021-06-18 15:16:18.97,2021-06-18 15:16:19.106,true,true,1 blue and 1 red,8,10,true,true,red,blue,56021163e372c00011bd426dQdIkU,5c55fec09fcbc40001dc50b5rY2iG
2m4sH,holistic,1,true,Offer,MixWithLowBlue,high_quality,99,66,27,500,500,5ec5da54eb1e2b6536710787,5cc7c1977adede001824ad6e,2021-06-18 15:12:30.643,2021-06-18 15:12:31.261,true,true,2 red balls,0,0,true,true,red,red,5ec5da54eb1e2b6536710787A6ztH,5cc7c1977adede001824ad6e5RTRU
fEmHe,status_quo,8,true,Offer,MixWithHighBlue,high_quality,88,72,21,532,492,5dec30eb6c078132a7db440e,5d37d2861566530016a061de,2021-06-18 15:04:53.694,2021-06-18 15:04:53.706,true,true,blue ball,8,24,true,true,red,blue,5dec30eb6c078132a7db440ewAtzQ,5d37d2861566530016a061debNmXH
w5u4v,holistic,8,true,Offer,MixWithLowBlue,high_quality,97,41,48,596,620,5e646abe244a7f1feb0f6321,5c28113978fad50001932f58,2021-06-18 15:05:57.388,2021-06-18 15:05:57.559,true,true,2 blue balls,16,20,true,true,blue,blue,5e646abe244a7f1feb0f63216zLgQ,5c28113978fad50001932f58PeylG
2j4fV,holistic,9,true,Offer,MixWithHighBlue,low_quality,47,33,11,532,540,5ba855d47c0ebe0001272f70,5c745589be30fc0014e83dc2,2021-07-14 14:11:10.617,2021-07-14 14:11:11.368,true,true,1 blue and 1 red,8,10,true,true,red,blue,5ba855d47c0ebe0001272f70EHOVY,5c745589be30fc0014e83dc2gG97j
MKPgS,holistic,5,true,Offer,RejectOffer,low_quality,40,55,49,548,560,5e2de92d8844873da01af947,5f3ac1732efa0a74f975b1a8,2021-06-18 15:14:54.846,2021-06-18 15:14:55.233,true,true,2 red balls,0,0,true,true,red,red,5e2de92d8844873da01af947EvR6S,5f3ac1732efa0a74f975b1a8HHZyk
w5u4v,holistic,7,true,NoOffer,NA,low_quality,69,94,59,580,600,5e646abe244a7f1feb0f6321,5c28113978fad50001932f58,2021-06-18 15:05:44.229,2021-06-18 15:05:44.386,true,true,2 blue balls,16,20,true,true,blue,blue,5e646abe244a7f1feb0f63216zLgQ,5c28113978fad50001932f58PeylG
JjZUS,holistic,5,true,Offer,RejectOffer,low_quality,33,73,51,548,560,56021163e372c00011bd426d,5c55fec09fcbc40001dc50b5,2021-06-18 15:17:16.237,2021-06-18 15:17:16.386,true,true,1 blue and 1 red,8,10,true,true,red,blue,56021163e372c00011bd426dQdIkU,5c55fec09fcbc40001dc50b5rY2iG
sfAs4,holistic,2,true,Offer,MixWithLowBlue,low_quality,48,96,46,524,530,5fe508e86079e12a8a3b2427,5bf116a61e78580001dc4842,2021-06-18 15:06:33.824,2021-06-18 15:06:33.487,true,true,1 blue and 1 red,8,10,true,true,red,blue,5fe508e86079e12a8a3b2427MEslK,5bf116a61e78580001dc48423bMxh
1Vjxz,holistic,9,true,Offer,MixWithLowBlue,low_quality,45,79,7,596,620,5f80c3b14dc3ba1509305a89,5ebb96b6cd673a0008ace9ce,2021-06-18 15:17:13.784,2021-06-18 15:17:14.33,true,true,2 blue balls,16,20,true,true,blue,blue,5f80c3b14dc3ba1509305a89uCBuW,5ebb96b6cd673a0008ace9ceSeDJ3
exniG,holistic,1,true,NoOffer,NA,low_quality,35,75,35,508,510,586bd8faa205a90001e7e8ac,5e78bf026d9a62443b9d5b74,2021-06-18 15:30:58.087,2021-06-18 15:30:59.611,true,true,2 red balls,0,0,true,true,red,red,586bd8faa205a90001e7e8acX9HaX,5e78bf026d9a62443b9d5b74vTO4p
4nWRy,holistic,4,true,Offer,MixWithLowBlue,high_quality,96,59,39,532,540,5f2c30b1d689ae0a4e09b401,559b1e92fdf99b426abb6227,2021-06-18 15:17:48.447,2021-06-18 15:17:48.771,true,true,2 blue balls,16,20,true,true,blue,blue,5f2c30b1d689ae0a4e09b401TeTFg,559b1e92fdf99b426abb6227ICfhD
ZH3fU,holistic,2,true,Offer,MixWithLowBlue,high_quality,91,41,54,532,540,5ec75df0d799ae1c11a8115c,5bd0e5e89afb5b00015b816a,2021-06-25 05:32:05.378,2021-06-25 05:32:05.292,true,true,2 blue balls,16,20,true,true,blue,blue,5ec75df0d799ae1c11a8115cF0dhS,5bd0e5e89afb5b00015b816aSQA3N
29scq,status_quo,5,true,Offer,RejectOffer,low_quality,37,55,5,410,400,test2,test1,2021-07-31 06:12:53.67,2021-07-31 06:12:54.363,true,true,NA,-30,0,true,true,red,blue,test2foDtn,test1YKp37
xM6eQ,holistic,6,true,NoOffer,NA,high_quality,99,92,41,564,580,5f98ab718920801c578363ab,60051d10e63710373daee6e7,2021-06-18 15:06:59.028,2021-06-18 15:06:58.036,true,true,1 blue and 1 red,8,10,true,true,red,blue,5f98ab718920801c578363abT98NT,60051d10e63710373daee6e7uRA36
Se6zp,status_quo,9,true,NoOffer,NA,low_quality,79,58,22,484,388,5fc3d41149c0c8728f07b95b,5eeba783164680119f2e30c7,2021-06-18 15:07:16.136,2021-06-18 15:07:46.226,true,true,NA,0,0,true,true,blue,blue,5fc3d41149c0c8728f07b95bgExiP,5eeba783164680119f2e30c7Li9Wa
Se6zp,status_quo,10,true,NoOffer,NA,low_quality,77,98,32,484,388,5fc3d41149c0c8728f07b95b,5eeba783164680119f2e30c7,2021-06-18 15:08:08.554,2021-06-18 15:10:15.243,false,true,NA,0,0,true,true,red,blue,5fc3d41149c0c8728f07b95bgExiP,5eeba783164680119f2e30c7Li9Wa
sfAs4,holistic,3,true,Offer,MixWithLowBlue,high_quality,100,89,58,532,540,5fe508e86079e12a8a3b2427,5bf116a61e78580001dc4842,2021-06-18 15:07:24.763,2021-06-18 15:07:23.885,true,true,1 blue and 1 red,8,10,true,true,blue,red,5fe508e86079e12a8a3b2427MEslK,5bf116a61e78580001dc48423bMxh
w5u4v,holistic,10,true,NoOffer,NA,low_quality,63,64,39,620,650,5e646abe244a7f1feb0f6321,5c28113978fad50001932f58,2021-06-18 15:06:24.52,2021-06-18 15:06:23.482,false,false,2 blue balls,16,20,true,true,blue,blue,5e646abe244a7f1feb0f63216zLgQ,5c28113978fad50001932f58PeylG
xM6eQ,holistic,7,true,Offer,MixWithLowBlue,high_quality,90,98,4,572,590,5f98ab718920801c578363ab,60051d10e63710373daee6e7,2021-06-18 15:07:39.589,2021-06-18 15:07:39.191,true,true,1 blue and 1 red,8,10,true,true,red,blue,5f98ab718920801c578363abT98NT,60051d10e63710373daee6e7uRA36
sfAs4,holistic,6,true,Offer,MixWithLowBlue,high_quality,85,85,13,564,580,5fe508e86079e12a8a3b2427,5bf116a61e78580001dc4842,2021-06-18 15:09:56.23,2021-06-18 15:09:56.856,true,true,1 blue and 1 red,8,10,true,true,red,blue,5fe508e86079e12a8a3b2427MEslK,5bf116a61e78580001dc48423bMxh
tYaxz,holistic,2,true,Offer,MixWithLowBlue,high_quality,84,62,2,508,510,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:09:06.556,2021-06-18 15:09:06.767,true,true,2 red balls,0,0,true,true,red,red,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
w5u4v,holistic,9,true,NoOffer,NA,low_quality,59,80,48,604,630,5e646abe244a7f1feb0f6321,5c28113978fad50001932f58,2021-06-18 15:06:08.322,2021-06-18 15:06:08.459,true,true,1 blue and 1 red,8,10,true,true,red,blue,5e646abe244a7f1feb0f63216zLgQ,5c28113978fad50001932f58PeylG
xM6eQ,holistic,9,true,NoOffer,NA,low_quality,74,99,35,596,620,5f98ab718920801c578363ab,60051d10e63710373daee6e7,2021-06-18 15:08:50.396,2021-06-18 15:08:49.507,true,true,2 blue balls,16,20,true,true,blue,blue,5f98ab718920801c578363abT98NT,60051d10e63710373daee6e7uRA36
xM6eQ,holistic,8,true,Offer,MixWithLowBlue,high_quality,84,71,31,580,600,5f98ab718920801c578363ab,60051d10e63710373daee6e7,2021-06-18 15:08:23.175,2021-06-18 15:08:22.412,true,true,1 blue and 1 red,8,10,true,true,blue,red,5f98ab718920801c578363abT98NT,60051d10e63710373daee6e7uRA36
MKPgS,holistic,10,true,Offer,MixWithLowBlue,high_quality,82,67,22,588,610,5e2de92d8844873da01af947,5f3ac1732efa0a74f975b1a8,2021-06-18 15:17:40.122,2021-06-18 15:17:25.314,false,false,1 blue and 1 red,8,10,true,true,blue,red,5e2de92d8844873da01af947EvR6S,5f3ac1732efa0a74f975b1a8HHZyk
sfAs4,holistic,7,true,NoOffer,NA,low_quality,10,51,28,572,590,5fe508e86079e12a8a3b2427,5bf116a61e78580001dc4842,2021-06-18 15:10:13.733,2021-06-18 15:10:13.164,true,true,1 blue and 1 red,8,10,true,true,red,blue,5fe508e86079e12a8a3b2427MEslK,5bf116a61e78580001dc48423bMxh
sfAs4,holistic,8,true,NoOffer,NA,low_quality,50,54,50,580,600,5fe508e86079e12a8a3b2427,5bf116a61e78580001dc4842,2021-06-18 15:10:31.12,2021-06-18 15:10:31.03,true,true,1 blue and 1 red,8,10,true,true,blue,red,5fe508e86079e12a8a3b2427MEslK,5bf116a61e78580001dc48423bMxh
1Vjxz,holistic,7,true,Offer,MixWithLowBlue,high_quality,86,59,35,572,590,5f80c3b14dc3ba1509305a89,5ebb96b6cd673a0008ace9ce,2021-06-18 15:16:23.692,2021-06-18 15:16:24.059,true,true,2 blue balls,16,20,true,true,blue,blue,5f80c3b14dc3ba1509305a89uCBuW,5ebb96b6cd673a0008ace9ceSeDJ3
tYaxz,holistic,4,true,Offer,MixWithLowBlue,high_quality,86,89,49,532,540,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:10:38.003,2021-06-18 15:10:38.028,true,true,2 blue balls,16,20,true,true,blue,blue,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
sfAs4,holistic,5,true,Offer,MixWithLowBlue,high_quality,92,44,3,556,570,5fe508e86079e12a8a3b2427,5bf116a61e78580001dc4842,2021-06-18 15:08:53.698,2021-06-18 15:08:54.031,true,true,2 blue balls,16,20,true,true,blue,blue,5fe508e86079e12a8a3b2427MEslK,5bf116a61e78580001dc48423bMxh
WujXs,holistic,3,true,Offer,MixWithHighBlue,high_quality,98,88,4,524,530,5e63e793e50a6316a75213c4,5f692cb4ed7a291143a9c66b,2021-06-18 15:10:48.897,2021-06-18 15:10:49.489,true,true,2 red balls,0,0,true,true,red,red,5e63e793e50a6316a75213c41mZP3,5f692cb4ed7a291143a9c66bAZbIn
xM6eQ,holistic,10,true,NoOffer,NA,low_quality,48,52,44,596,620,5f98ab718920801c578363ab,60051d10e63710373daee6e7,2021-06-18 15:09:23.766,2021-06-18 15:09:08.571,false,false,2 red balls,0,0,true,true,red,red,5f98ab718920801c578363abT98NT,60051d10e63710373daee6e7uRA36
WujXs,holistic,4,true,Offer,MixWithLowBlue,high_quality,89,61,22,540,550,5e63e793e50a6316a75213c4,5f692cb4ed7a291143a9c66b,2021-06-18 15:11:17.928,2021-06-18 15:11:18.666,true,true,2 blue balls,16,20,true,true,blue,blue,5e63e793e50a6316a75213c41mZP3,5f692cb4ed7a291143a9c66bAZbIn
IBFbs,status_quo,2,true,Offer,MixWithHighBlue,high_quality,84,75,7,516,444,59288c238bc6770001fc1d6e,5fa1981e96f8c52d45a92145,2021-06-18 15:11:17.772,2021-06-18 15:11:18.616,true,true,red ball,8,-80,true,true,red,red,59288c238bc6770001fc1d6e8KlSO,5fa1981e96f8c52d45a92145L6IDe
tYaxz,holistic,3,true,Offer,RejectOffer,low_quality,30,82,54,516,520,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:10:02.763,2021-06-18 15:10:04.269,true,true,1 blue and 1 red,8,10,true,true,red,blue,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
tYaxz,holistic,5,true,Offer,MixWithLowBlue,high_quality,82,100,26,540,550,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:10:57.179,2021-06-18 15:10:57.103,true,true,1 blue and 1 red,8,10,true,true,red,blue,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
sfAs4,holistic,9,true,Offer,MixWithLowBlue,high_quality,91,42,1,588,610,5fe508e86079e12a8a3b2427,5bf116a61e78580001dc4842,2021-06-18 15:10:57.753,2021-06-18 15:10:58.129,true,true,1 blue and 1 red,8,10,true,true,blue,red,5fe508e86079e12a8a3b2427MEslK,5bf116a61e78580001dc48423bMxh
sfAs4,holistic,10,true,Offer,MixWithLowBlue,high_quality,91,94,56,604,630,5fe508e86079e12a8a3b2427,5bf116a61e78580001dc4842,2021-06-18 15:11:57.746,2021-06-18 15:11:25.311,false,false,2 blue balls,16,20,true,true,blue,blue,5fe508e86079e12a8a3b2427MEslK,5bf116a61e78580001dc48423bMxh
1Vjxz,holistic,1,true,Offer,MixWithLowBlue,high_quality,90,73,58,516,520,5f80c3b14dc3ba1509305a89,5ebb96b6cd673a0008ace9ce,2021-06-18 15:11:23.32,2021-06-18 15:11:23.715,true,true,2 blue balls,16,20,true,true,blue,blue,5f80c3b14dc3ba1509305a89uCBuW,5ebb96b6cd673a0008ace9ceSeDJ3
yN0Eh,status_quo,1,,,,low_quality,79,80,48,500,500,5c6c90bcf4dc2c0001e8d6d1,,2021-06-25 04:35:17.524,,false,false,,,,false,false,,,5c6c90bcf4dc2c0001e8d6d1I5FoD,
JjZUS,holistic,10,true,NoOffer,NA,high_quality,97,51,12,580,600,56021163e372c00011bd426d,5c55fec09fcbc40001dc50b5,2021-06-18 15:18:55.642,2021-06-18 15:19:04.007,false,false,1 blue and 1 red,8,10,true,true,red,blue,56021163e372c00011bd426dQdIkU,5c55fec09fcbc40001dc50b5rY2iG
x0qCH,holistic,2,,,,high_quality,87,39,20,508,510,test2,test,2021-07-27 01:50:02.699,2021-07-27 01:49:59.739,false,false,,,,true,true,,,test2k9VoI,testmHUW9
CtLkZ,holistic,9,true,Offer,RejectOffer,high_quality,22,75,51,572,590,5a78dbb9ae9a0b0001a97212,5d478068ff3efc001a89d7de,2021-07-06 16:59:23.688,2021-07-06 16:59:24.547,true,true,1 blue and 1 red,8,10,true,true,red,blue,5a78dbb9ae9a0b0001a97212NmQio,5d478068ff3efc001a89d7de62qZp
WujXs,holistic,5,true,Offer,MixWithLowBlue,high_quality,96,65,7,548,560,5e63e793e50a6316a75213c4,5f692cb4ed7a291143a9c66b,2021-06-18 15:11:41.977,2021-06-18 15:11:41.822,true,true,1 blue and 1 red,8,10,true,true,red,blue,5e63e793e50a6316a75213c41mZP3,5f692cb4ed7a291143a9c66bAZbIn
tYaxz,holistic,6,true,Offer,MixWithLowBlue,high_quality,98,82,22,556,570,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:11:19.339,2021-06-18 15:11:19.186,true,true,2 blue balls,16,20,true,true,blue,blue,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
IBFbs,status_quo,4,true,Offer,MixWithHighBlue,high_quality,87,86,16,532,388,59288c238bc6770001fc1d6e,5fa1981e96f8c52d45a92145,2021-06-18 15:12:34.493,2021-06-18 15:12:35.062,true,true,red ball,8,-80,true,true,blue,red,59288c238bc6770001fc1d6e8KlSO,5fa1981e96f8c52d45a92145L6IDe
zQvui,holistic,1,,,,low_quality,62,52,49,500,500,,5bf408f7f35e0c000101693a,,,false,false,,,,false,false,,,,5bf408f7f35e0c000101693aiWymh
IBFbs,status_quo,5,true,Offer,MixWithLowBlue,high_quality,98,78,35,540,412,59288c238bc6770001fc1d6e,5fa1981e96f8c52d45a92145,2021-06-18 15:12:57.519,2021-06-18 15:12:58.224,true,true,blue ball,8,24,true,true,blue,red,59288c238bc6770001fc1d6e8KlSO,5fa1981e96f8c52d45a92145L6IDe
kagqh,status_quo,2,true,Offer,MixWithHighBlue,high_quality,88,63,29,516,444,5c797d0cb5254b001690625d,5aa3609e6475f90001a04905,2021-06-18 15:11:50.125,2021-06-18 15:11:50.77,true,true,red ball,8,-80,true,true,red,red,5c797d0cb5254b001690625dsmMWP,5aa3609e6475f90001a04905EoMpu
1Vjxz,holistic,3,true,Offer,MixWithLowBlue,high_quality,90,85,57,532,540,5f80c3b14dc3ba1509305a89,5ebb96b6cd673a0008ace9ce,2021-06-18 15:13:22.439,2021-06-18 15:13:22.592,true,true,1 blue and 1 red,8,10,true,true,red,blue,5f80c3b14dc3ba1509305a89uCBuW,5ebb96b6cd673a0008ace9ceSeDJ3
WujXs,holistic,9,true,NoOffer,NA,low_quality,38,40,13,588,610,5e63e793e50a6316a75213c4,5f692cb4ed7a291143a9c66b,2021-06-18 15:12:46.033,2021-06-18 15:12:46.202,true,true,1 blue and 1 red,8,10,true,true,red,blue,5e63e793e50a6316a75213c41mZP3,5f692cb4ed7a291143a9c66bAZbIn
tYaxz,holistic,7,true,Offer,MixWithLowBlue,high_quality,89,71,54,564,580,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:11:40.53,2021-06-18 15:11:41.275,true,true,1 blue and 1 red,8,10,true,true,blue,red,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
WujXs,holistic,7,true,Offer,MixWithLowBlue,high_quality,92,98,25,572,590,5e63e793e50a6316a75213c4,5f692cb4ed7a291143a9c66b,2021-06-18 15:12:17.016,2021-06-18 15:12:17.011,true,true,2 blue balls,16,20,true,true,blue,blue,5e63e793e50a6316a75213c41mZP3,5f692cb4ed7a291143a9c66bAZbIn
WujXs,holistic,8,true,Offer,MixWithLowBlue,high_quality,92,77,19,580,600,5e63e793e50a6316a75213c4,5f692cb4ed7a291143a9c66b,2021-06-18 15:12:33.028,2021-06-18 15:12:33.121,true,true,1 blue and 1 red,8,10,true,true,red,blue,5e63e793e50a6316a75213c41mZP3,5f692cb4ed7a291143a9c66bAZbIn
IBFbs,status_quo,3,true,Offer,MixWithHighBlue,high_quality,94,97,14,524,468,59288c238bc6770001fc1d6e,5fa1981e96f8c52d45a92145,2021-06-18 15:11:49.007,2021-06-18 15:11:49.782,true,true,blue ball,8,24,true,true,red,blue,59288c238bc6770001fc1d6e8KlSO,5fa1981e96f8c52d45a92145L6IDe
IBFbs,status_quo,6,true,Offer,MixWithHighBlue,high_quality,93,99,31,548,436,59288c238bc6770001fc1d6e,5fa1981e96f8c52d45a92145,2021-06-18 15:13:19.665,2021-06-18 15:13:20.359,true,true,blue ball,8,24,true,true,blue,blue,59288c238bc6770001fc1d6e8KlSO,5fa1981e96f8c52d45a92145L6IDe
WujXs,holistic,6,true,Offer,MixWithLowBlue,high_quality,89,86,8,556,570,5e63e793e50a6316a75213c4,5f692cb4ed7a291143a9c66b,2021-06-18 15:11:58.986,2021-06-18 15:11:58.918,true,true,1 blue and 1 red,8,10,true,true,red,blue,5e63e793e50a6316a75213c41mZP3,5f692cb4ed7a291143a9c66bAZbIn
kagqh,status_quo,3,true,Offer,MixWithHighBlue,high_quality,86,85,19,524,468,5c797d0cb5254b001690625d,5aa3609e6475f90001a04905,2021-06-18 15:14:38.28,2021-06-18 15:14:37.908,true,true,blue ball,8,24,true,true,blue,blue,5c797d0cb5254b001690625dsmMWP,5aa3609e6475f90001a04905EoMpu
MKPgS,holistic,2,true,Offer,MixWithLowBlue,high_quality,86,85,26,524,530,5e2de92d8844873da01af947,5f3ac1732efa0a74f975b1a8,2021-06-18 15:13:09.68,2021-06-18 15:13:10.919,true,true,1 blue and 1 red,8,10,true,true,red,blue,5e2de92d8844873da01af947EvR6S,5f3ac1732efa0a74f975b1a8HHZyk
tYaxz,holistic,8,true,Offer,MixWithLowBlue,low_quality,55,70,23,580,600,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:12:10.676,2021-06-18 15:12:11.395,true,true,2 blue balls,16,20,true,true,blue,blue,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
kagqh,status_quo,4,true,NoOffer,NA,low_quality,15,93,43,524,468,5c797d0cb5254b001690625d,5aa3609e6475f90001a04905,2021-06-18 15:14:57.39,2021-06-18 15:14:58.072,true,true,NA,0,0,true,true,red,blue,5c797d0cb5254b001690625dsmMWP,5aa3609e6475f90001a04905EoMpu
JjZUS,holistic,4,true,Offer,MixWithLowBlue,low_quality,67,47,14,540,550,56021163e372c00011bd426d,5c55fec09fcbc40001dc50b5,2021-06-18 15:16:59.145,2021-06-18 15:16:59.319,true,true,1 blue and 1 red,8,10,true,true,blue,red,56021163e372c00011bd426dQdIkU,5c55fec09fcbc40001dc50b5rY2iG
tYaxz,holistic,10,true,Offer,MixWithLowBlue,low_quality,62,92,9,604,630,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:13:20.151,2021-06-18 15:13:19.812,false,false,2 blue balls,16,20,true,true,blue,blue,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
tYaxz,holistic,9,true,Offer,MixWithLowBlue,low_quality,45,80,1,588,610,5dd1919051c6d2208e27fbc1,5ec9cf3ed4642d4ebb802b42,2021-06-18 15:12:35.89,2021-06-18 15:12:36.532,true,true,1 blue and 1 red,8,10,true,true,red,blue,5dd1919051c6d2208e27fbc11jhf5,5ec9cf3ed4642d4ebb802b42p78Jk
MKPgS,holistic,8,true,Offer,MixWithHighBlue,low_quality,61,87,15,572,590,5e2de92d8844873da01af947,5f3ac1732efa0a74f975b1a8,2021-06-18 15:16:11.02,2021-06-18 15:16:11.739,true,true,1 blue and 1 red,8,10,true,true,red,blue,5e2de92d8844873da01af947EvR6S,5f3ac1732efa0a74f975b1a8HHZyk
WujXs,holistic,10,true,Offer,RejectOffer,high_quality,88,58,45,596,620,5e63e793e50a6316a75213c4,5f692cb4ed7a291143a9c66b,2021-06-18 15:13:11.069,2021-06-18 15:13:19.393,false,false,1 blue and 1 red,8,10,true,true,red,blue,5e63e793e50a6316a75213c41mZP3,5f692cb4ed7a291143a9c66bAZbIn
2m4sH,holistic,2,true,Offer,RejectOffer,low_quality,34,40,45,508,510,5ec5da54eb1e2b6536710787,5cc7c1977adede001824ad6e,2021-06-18 15:12:57.285,2021-06-18 15:12:57.372,true,true,1 blue and 1 red,8,10,true,true,blue,red,5ec5da54eb1e2b6536710787A6ztH,5cc7c1977adede001824ad6e5RTRU
BwzLU,holistic,2,true,Offer,MixWithLowBlue,high_quality,82,95,2,532,540,5d38dd61cd5594000137c4be,5ec75df0d799ae1c11a8115c,2021-06-18 15:24:59.877,2021-06-18 15:25:00.317,true,true,2 blue balls,16,20,true,true,blue,blue,5d38dd61cd5594000137c4belQTBc,5ec75df0d799ae1c11a8115c0vKra
kagqh,status_quo,9,true,Offer,MixWithHighBlue,high_quality,82,91,57,532,460,5c797d0cb5254b001690625d,5aa3609e6475f90001a04905,2021-06-18 15:18:52.774,2021-06-18 15:18:52.93,true,true,blue ball,8,24,true,true,blue,blue,5c797d0cb5254b001690625dsmMWP,5aa3609e6475f90001a04905EoMpu
BwzLU,holistic,3,true,Offer,RejectOffer,low_quality,50,68,60,540,550,5d38dd61cd5594000137c4be,5ec75df0d799ae1c11a8115c,2021-06-18 15:25:24.721,2021-06-18 15:25:25.418,true,true,1 blue and 1 red,8,10,true,true,red,blue,5d38dd61cd5594000137c4belQTBc,5ec75df0d799ae1c11a8115c0vKra
iESmW,holistic,1,,,,high_quality,84,51,34,500,500,5ed559e5afbd830e2117ed55,5f3d1db8a6057b0217f30a13,2021-06-18 15:28:14.378,2021-06-18 15:16:15.887,false,false,,,,true,true,,,5ed559e5afbd830e2117ed55E3aKi,5f3d1db8a6057b0217f30a13eEQCb
1Vjxz,holistic,4,true,Offer,MixWithLowBlue,high_quality,98,81,33,540,550,5f80c3b14dc3ba1509305a89,5ebb96b6cd673a0008ace9ce,2021-06-18 15:14:09.424,2021-06-18 15:14:10.046,true,true,1 blue and 1 red,8,10,true,true,red,blue,5f80c3b14dc3ba1509305a89uCBuW,5ebb96b6cd673a0008ace9ceSeDJ3
d622e,status_quo,9,true,Offer,MixWithHighBlue,low_quality,79,89,56,556,564,5c9527e29e4f7400011e1571,5fc2a0d49893540008bd113f,2021-06-18 15:25:58.537,2021-06-18 15:25:58.727,true,true,blue ball,8,24,true,true,red,blue,5c9527e29e4f7400011e1571l34cx,5fc2a0d49893540008bd113fuohkL
nSIdv,status_quo,5,true,Offer,MixWithHighBlue,high_quality,88,91,21,492,548,588e3172bc9f190001487eb8,55a43cf3fdf99b02ff6cb0b4,2021-06-18 15:26:18.641,2021-06-18 15:26:18.49,true,true,blue ball,8,24,true,true,blue,blue,588e3172bc9f190001487eb8ZSCtt,55a43cf3fdf99b02ff6cb0b4pu0ze
IBFbs,status_quo,7,true,Offer,MixWithHighBlue,high_quality,99,88,17,556,460,59288c238bc6770001fc1d6e,5fa1981e96f8c52d45a92145,2021-06-18 15:13:59.075,2021-06-18 15:13:59.156,true,true,blue ball,8,24,true,true,red,blue,59288c238bc6770001fc1d6e8KlSO,5fa1981e96f8c52d45a92145L6IDe
