room,treatment,round,roundcomplete,player1action,player2action,player1jartype,player1bluecount,player2highbluecount,player2lowbluecount,player1earnings,player2earnings,player1name,player2name,player1_lastseen,player2_lastseen,player1_ready,player2_ready,drawn_ball,player1earnings_difference,player2earnings_difference,player1_quiz_finished,player2_quiz_finished,drawn_low,drawn_high,finish_code_player1,finish_code_player2
ymEUD,holistic,10,true,NoOffer,NA,low_quality,3,83,48,604,630,BobbyD,A2WTUUYJ7IIUS8,2021-06-09 02:21:03.383,2021-06-09 02:20:56.174,false,false,1 blue and 1 red,8,10,true,true,red,blue,BobbyD2Diit,A2WTUUYJ7IIUS8gCmXq
EbpLF,holistic,1,,,,high_quality,92,57,41,500,500,,A3GVUYY3TWRPZT,,2021-06-09 13:16:00.133,false,false,,,,false,false,,,,A3GVUYY3TWRPZTcOjnJ
ymEUD,holistic,8,true,Offer,MixWithLowBlue,high_quality,82,92,29,580,600,BobbyD,A2WTUUYJ7IIUS8,2021-06-09 02:19:36.853,2021-06-09 02:19:36.722,true,true,1 blue and 1 red,8,10,true,true,red,blue,BobbyD2Diit,A2WTUUYJ7IIUS8gCmXq
ymEUD,holistic,3,true,NoOffer,NA,low_quality,60,94,53,532,540,BobbyD,A2WTUUYJ7IIUS8,2021-06-09 02:18:03.2,2021-06-09 02:18:03.448,true,true,1 blue and 1 red,8,10,true,true,red,blue,BobbyD2Diit,A2WTUUYJ7IIUS8gCmXq
r0jZi,holistic,5,true,Offer,MixWithLowBlue,high_quality,98,58,33,524,530,Jon,A5P12YJP805RG,2021-06-09 09:23:39.261,2021-06-09 09:23:39.937,true,true,2 blue balls,16,20,true,true,blue,blue,JonLfQZg,A5P12YJP805RGpcBOa
r0jZi,holistic,7,true,Offer,MixWithLowBlue,high_quality,92,70,19,532,540,Jon,A5P12YJP805RG,2021-06-09 09:24:38.334,2021-06-09 09:24:38.439,true,true,2 red balls,0,0,true,true,red,red,JonLfQZg,A5P12YJP805RGpcBOa
ynH1X,status_quo,1,,,,high_quality,82,46,18,500,500,A3GVUYY3TWRPZT,,2021-06-09 13:14:08.881,,false,false,,,,false,false,,,A3GVUYY3TWRPZTzpxBW,
39uYc,holistic,1,,,,low_quality,66,87,37,500,500,,A3GVUYY3TWRPZT,,2021-06-09 13:11:35.637,false,false,,,,false,false,,,,A3GVUYY3TWRPZTdx8tY
r0jZi,holistic,10,true,Offer,MixWithLowBlue,high_quality,97,67,24,564,580,Jon,A5P12YJP805RG,2021-06-09 09:45:27.245,2021-06-09 09:25:51.779,false,false,2 blue balls,16,20,true,true,blue,blue,JonLfQZg,A5P12YJP805RGpcBOa
EFNm7,holistic,1,,,,low_quality,28,94,41,500,500,Vash,,2021-06-09 02:29:59.105,,false,false,,,,true,false,,,VashEm1G3,
enIn4,status_quo,1,,,,high_quality,81,89,3,500,500,A25M33W5R016EA,A25M33W5R016EA,2021-06-09 11:31:38.516,2021-06-09 11:40:18.938,false,false,,,,false,true,,,A25M33W5R016EAM2jYo,A25M33W5R016EAD7Uny
4ZYV0,status_quo,1,,,,low_quality,12,45,22,500,500,A3GVUYY3TWRPZT,,2021-06-09 13:17:37.289,,false,false,,,,false,false,,,A3GVUYY3TWRPZTP9spa,
Nnmp1,holistic,1,true,Offer,RejectOffer,low_quality,50,51,54,516,520,Brad,Daris,2021-06-09 16:17:17.86,2021-06-09 16:17:18.172,true,true,2 blue balls,16,20,true,true,blue,blue,Bradsd4Xj,DarisJHpKC
Nnmp1,holistic,2,true,Offer,RejectOffer,low_quality,25,62,58,524,530,Brad,Daris,2021-06-09 16:18:26.651,2021-06-09 16:18:26.652,true,true,1 blue and 1 red,8,10,true,true,blue,red,Bradsd4Xj,DarisJHpKC
2CHqY,status_quo,1,,,,low_quality,53,94,11,500,500,A4EEVK4PD4NOC,,2021-06-09 15:30:48.014,,false,false,,,,false,false,,,A4EEVK4PD4NOCn3ZYC,
Nnmp1,holistic,3,true,Offer,RejectOffer,low_quality,19,95,52,532,540,Brad,Daris,2021-06-09 16:19:39.484,2021-06-09 16:19:40.106,true,true,1 blue and 1 red,8,10,true,true,red,blue,Bradsd4Xj,DarisJHpKC
mjO9L,status_quo,1,,,,low_quality,62,85,6,500,500,,A1B1X7P26ZYP7G,,2021-06-09 16:19:56.386,false,false,,,,false,false,,,,A1B1X7P26ZYP7GXIDui
Nnmp1,holistic,4,true,Offer,MixWithLowBlue,high_quality,80,48,27,532,540,Brad,Daris,2021-06-09 16:20:28.069,2021-06-09 16:20:28.414,true,true,2 red balls,0,0,true,true,red,red,Bradsd4Xj,DarisJHpKC
vV5Ot,holistic,1,,,,low_quality,56,55,4,500,500,AWB75Q7MKORHP,AWB75Q7MKORHP,2021-06-09 17:03:26.595,2021-06-09 17:05:42.844,false,false,,,,false,false,,,AWB75Q7MKORHP2IsSr,AWB75Q7MKORHP6J95U
ZPOZb,status_quo,1,,,,high_quality,92,57,57,500,500,jim,,2021-06-09 17:23:42.899,,false,false,,,,false,false,,,jimyJ86S,
V7TsH,status_quo,5,true,Offer,MixWithHighBlue,high_quality,85,92,55,532,388,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:42:01.662,2021-06-08 22:42:01.935,true,true,blue ball,8,24,true,true,red,blue,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
V7TsH,status_quo,9,true,Offer,RejectOffer,low_quality,63,49,20,484,388,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:42:54.849,2021-06-08 22:42:55.295,true,true,NA,-24,0,true,true,red,red,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
V7TsH,status_quo,2,true,NoOffer,NA,low_quality,23,60,38,508,420,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:40:52.386,2021-06-08 22:40:52.529,true,true,NA,0,0,true,true,blue,blue,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
V7TsH,status_quo,3,true,Offer,MixWithHighBlue,high_quality,85,61,1,516,444,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:41:18.503,2021-06-08 22:41:18.665,true,true,blue ball,8,24,true,true,red,blue,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
odHpK,status_quo,3,true,Offer,MixWithHighBlue,high_quality,98,66,25,516,444,A2PY9UB56M2PP2,Tom,2021-06-09 00:38:20.767,2021-06-09 00:37:42.752,true,true,blue ball,8,24,true,true,blue,blue,A2PY9UB56M2PP2RWegV,TomYAEsz
odHpK,status_quo,5,true,NoOffer,NA,low_quality,47,71,20,524,468,A2PY9UB56M2PP2,Tom,2021-06-09 00:41:32.496,2021-06-09 00:40:46.466,true,true,NA,0,0,true,true,blue,blue,A2PY9UB56M2PP2RWegV,TomYAEsz
rTlq9,holistic,1,,,,low_quality,64,70,4,500,500,A25M33W5R016EA,G,2021-06-09 01:05:54.582,2021-06-09 00:59:00.817,false,false,,,,true,false,,,A25M33W5R016EAMiuLR,GBcb71
B9Lnb,holistic,10,true,Offer,MixWithLowBlue,high_quality,88,71,22,572,590,Kay,A1IOE79K3G3VQD,2021-06-08 21:46:49.954,2021-06-08 21:46:20.063,false,false,2 red balls,0,0,true,true,red,red,KayFrUPs,A1IOE79K3G3VQDqGnBm
yFAsO,status_quo,1,,,,high_quality,95,41,21,500,500,,AWB75Q7MKORHP,,2021-06-08 23:43:05.815,false,false,,,,false,false,,,,AWB75Q7MKORHPkXknS
V7TsH,status_quo,10,true,NoOffer,NA,high_quality,95,93,10,484,388,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:43:19.468,2021-06-08 22:43:30.152,false,true,NA,0,0,true,true,red,blue,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
tPex4,holistic,1,,,,low_quality,6,61,48,500,500,,A2M4K4M5X0ITF2,,2021-06-08 21:59:48.905,false,false,,,,false,false,,,,A2M4K4M5X0ITF2c6x9M
B9Lnb,holistic,6,true,Offer,MixWithLowBlue,high_quality,91,95,25,540,550,Kay,A1IOE79K3G3VQD,2021-06-08 21:44:49.812,2021-06-08 21:44:49.902,true,true,2 blue balls,16,20,true,true,blue,blue,KayFrUPs,A1IOE79K3G3VQDqGnBm
B9Lnb,holistic,7,true,Offer,MixWithLowBlue,low_quality,61,61,54,548,560,Kay,A1IOE79K3G3VQD,2021-06-08 21:45:07.943,2021-06-08 21:45:07.974,true,true,1 blue and 1 red,8,10,true,true,red,blue,KayFrUPs,A1IOE79K3G3VQDqGnBm
RUg03,holistic,3,true,Offer,MixWithHighBlue,low_quality,57,44,59,532,540,A2LJVXSZ9377TO,Tom,2021-06-09 01:39:14.632,2021-06-09 01:39:14.926,true,true,1 blue and 1 red,8,10,true,true,blue,red,A2LJVXSZ9377TOie0Go,TomdX6II
V7TsH,status_quo,6,true,Offer,RejectOffer,low_quality,27,54,53,508,388,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:42:17.722,2021-06-08 22:42:18.038,true,true,NA,-24,0,true,true,red,red,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
B9Lnb,holistic,8,true,Offer,RejectOffer,low_quality,28,66,37,556,570,Kay,A1IOE79K3G3VQD,2021-06-08 21:45:27.071,2021-06-08 21:45:27.121,true,true,1 blue and 1 red,8,10,true,true,red,blue,KayFrUPs,A1IOE79K3G3VQDqGnBm
B9Lnb,holistic,9,true,Offer,MixWithLowBlue,high_quality,98,72,59,572,590,Kay,A1IOE79K3G3VQD,2021-06-08 21:45:44.213,2021-06-08 21:45:44.222,true,true,2 blue balls,16,20,true,true,blue,blue,KayFrUPs,A1IOE79K3G3VQDqGnBm
V7TsH,status_quo,4,true,Offer,MixWithHighBlue,low_quality,76,70,12,524,364,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:41:48.602,2021-06-08 22:41:48.85,true,true,red ball,8,-80,true,true,red,red,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
V7TsH,status_quo,1,true,Offer,MixWithHighBlue,high_quality,97,85,26,508,420,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:40:36.31,2021-06-08 22:40:36.468,true,true,red ball,8,-80,true,true,blue,red,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
RUg03,holistic,1,true,Offer,MixWithLowBlue,high_quality,98,86,24,508,510,A2LJVXSZ9377TO,Tom,2021-06-09 01:35:58.182,2021-06-09 01:35:58.394,true,true,1 blue and 1 red,8,10,true,true,red,blue,A2LJVXSZ9377TOie0Go,TomdX6II
V7TsH,status_quo,7,true,NoOffer,NA,high_quality,93,45,31,508,388,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:42:29.768,2021-06-08 22:42:30.107,true,true,NA,0,0,true,true,red,red,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
odHpK,status_quo,9,true,Offer,MixWithHighBlue,high_quality,90,42,32,548,436,A2PY9UB56M2PP2,Tom,2021-06-09 00:54:04.226,2021-06-09 00:52:38.389,true,true,blue ball,8,24,true,true,blue,blue,A2PY9UB56M2PP2RWegV,TomYAEsz
RUg03,holistic,5,true,Offer,MixWithLowBlue,low_quality,56,66,47,556,570,A2LJVXSZ9377TO,Tom,2021-06-09 01:40:50.407,2021-06-09 01:40:50.532,true,true,2 blue balls,16,20,true,true,blue,blue,A2LJVXSZ9377TOie0Go,TomdX6II
V7TsH,status_quo,8,true,NoOffer,NA,high_quality,84,79,29,508,388,A25M33W5R016EA,A1BSVEBYDZ0AAU,2021-06-08 22:42:39.822,2021-06-08 22:42:40.168,true,true,NA,0,0,true,true,blue,red,A25M33W5R016EAyOCac,A1BSVEBYDZ0AAUQqyEN
odHpK,status_quo,1,true,NoOffer,NA,low_quality,69,95,12,500,500,A2PY9UB56M2PP2,Tom,2021-06-09 00:35:20.747,2021-06-09 00:34:53.096,true,true,NA,0,0,true,true,red,blue,A2PY9UB56M2PP2RWegV,TomYAEsz
odHpK,status_quo,7,true,Offer,MixWithHighBlue,high_quality,91,83,17,540,412,A2PY9UB56M2PP2,Tom,2021-06-09 00:47:12.168,2021-06-09 00:46:00.226,true,true,red ball,8,-80,true,true,red,red,A2PY9UB56M2PP2RWegV,TomYAEsz
8yKZL,holistic,1,,,,high_quality,91,71,60,500,500,A1RTZO1MO1N9JT,Tris,2021-06-09 00:54:14.702,2021-06-09 00:25:27.401,false,false,,,,true,true,,,A1RTZO1MO1N9JT4L4MT,Trisk3JTB
ymEUD,holistic,2,true,Offer,MixWithLowBlue,high_quality,99,91,17,524,530,BobbyD,A2WTUUYJ7IIUS8,2021-06-09 02:17:34.944,2021-06-09 02:17:35.423,true,true,1 blue and 1 red,8,10,true,true,red,blue,BobbyD2Diit,A2WTUUYJ7IIUS8gCmXq
hH63G,holistic,1,,,,low_quality,63,94,34,500,500,,AG,,2021-06-08 22:51:10.085,false,false,,,,false,false,,,,AGuwIOw
ymEUD,holistic,1,true,Offer,MixWithLowBlue,high_quality,85,77,30,516,520,BobbyD,A2WTUUYJ7IIUS8,2021-06-09 02:17:06.699,2021-06-09 02:17:07.41,true,true,2 blue balls,16,20,true,true,blue,blue,BobbyD2Diit,A2WTUUYJ7IIUS8gCmXq
RUg03,holistic,7,true,Offer,MixWithLowBlue,high_quality,89,51,19,564,580,A2LJVXSZ9377TO,Tom,2021-06-09 01:42:20.158,2021-06-09 01:42:20.052,true,true,2 red balls,0,0,true,true,red,red,A2LJVXSZ9377TOie0Go,TomdX6II
RUg03,holistic,9,true,Offer,MixWithLowBlue,low_quality,53,60,48,580,600,A2LJVXSZ9377TO,Tom,2021-06-09 01:43:28.101,2021-06-09 01:43:28.444,true,true,1 blue and 1 red,8,10,true,true,blue,red,A2LJVXSZ9377TOie0Go,TomdX6II
ymEUD,holistic,4,true,NoOffer,NA,low_quality,5,45,54,540,550,BobbyD,A2WTUUYJ7IIUS8,2021-06-09 02:18:22.296,2021-06-09 02:18:22.499,true,true,1 blue and 1 red,8,10,true,true,blue,red,BobbyD2Diit,A2WTUUYJ7IIUS8gCmXq
ymEUD,holistic,6,true,Offer,MixWithLowBlue,high_quality,93,93,3,556,570,BobbyD,A2WTUUYJ7IIUS8,2021-06-09 02:19:05.632,2021-06-09 02:19:05.617,true,true,1 blue and 1 red,8,10,true,true,red,blue,BobbyD2Diit,A2WTUUYJ7IIUS8gCmXq
ymEUD,holistic,9,true,Offer,MixWithLowBlue,high_quality,90,42,35,596,620,BobbyD,A2WTUUYJ7IIUS8,2021-06-09 02:19:56.02,2021-06-09 02:19:55.785,true,true,2 blue balls,16,20,true,true,blue,blue,BobbyD2Diit,A2WTUUYJ7IIUS8gCmXq
r0jZi,holistic,1,true,Offer,MixWithLowBlue,low_quality,7,56,11,500,500,Jon,A5P12YJP805RG,2021-06-09 09:20:18.86,2021-06-09 09:20:19.5,true,true,2 red balls,0,0,true,true,red,red,JonLfQZg,A5P12YJP805RGpcBOa
r0jZi,holistic,3,true,Offer,MixWithLowBlue,high_quality,86,76,36,500,500,Jon,A5P12YJP805RG,2021-06-09 09:22:28.719,2021-06-09 09:22:29.46,true,true,2 red balls,0,0,true,true,red,red,JonLfQZg,A5P12YJP805RGpcBOa
1KeZN,holistic,1,,,,low_quality,35,62,49,500,500,5dcea7314d51e4107516c80d,,,,false,false,,,,false,false,,,5dcea7314d51e4107516c80dI9U3c,
QHiiw,holistic,1,,,,low_quality,39,59,43,500,500,A3GVUYY3TWRPZT,,2021-06-09 13:10:11.431,,false,false,,,,false,false,,,A3GVUYY3TWRPZTtdDig,
JJ7zt,holistic,10,true,Offer,MixWithLowBlue,high_quality,87,95,41,612,640,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:39:38.982,2021-06-09 16:39:56.367,false,false,2 blue balls,16,20,true,true,blue,blue,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
lx1bK,holistic,7,true,NoOffer,NA,low_quality,0,79,23,548,560,moonstar,AF3GBE14UJF1M,2021-06-09 21:19:15.517,2021-06-09 21:19:16.227,true,true,1 blue and 1 red,8,10,true,true,red,blue,moonstarIje95,AF3GBE14UJF1MxT2kF
JJ7zt,holistic,4,true,NoOffer,NA,high_quality,82,71,36,548,560,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:36:49.552,2021-06-09 16:36:50.09,true,true,2 blue balls,16,20,true,true,blue,blue,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
Nnmp1,holistic,8,true,Offer,MixWithLowBlue,low_quality,32,90,22,580,600,Brad,Daris,2021-06-09 16:24:04.863,2021-06-09 16:24:05.122,true,true,1 blue and 1 red,8,10,true,true,red,blue,Bradsd4Xj,DarisJHpKC
Nnmp1,holistic,6,true,Offer,MixWithHighBlue,high_quality,98,51,55,564,580,Brad,Daris,2021-06-09 16:22:26.859,2021-06-09 16:22:27.376,true,true,2 blue balls,16,20,true,true,blue,blue,Bradsd4Xj,DarisJHpKC
JJ7zt,holistic,8,true,Offer,MixWithLowBlue,low_quality,69,56,15,580,600,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:37:57.193,2021-06-09 16:37:57.338,true,true,1 blue and 1 red,8,10,true,true,blue,red,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
JJ7zt,holistic,6,true,Offer,RejectOffer,low_quality,39,47,21,564,580,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:37:26.89,2021-06-09 16:37:27.242,true,true,2 red balls,0,0,true,true,red,red,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
Nnmp1,holistic,7,true,Offer,RejectOffer,low_quality,31,92,33,572,590,Brad,Daris,2021-06-09 16:23:34.637,2021-06-09 16:23:34.924,true,true,1 blue and 1 red,8,10,true,true,red,blue,Bradsd4Xj,DarisJHpKC
Nnmp1,holistic,5,true,Offer,RejectOffer,high_quality,89,99,53,548,560,Brad,Daris,2021-06-09 16:21:30.85,2021-06-09 16:21:30.845,true,true,2 blue balls,16,20,true,true,blue,blue,Bradsd4Xj,DarisJHpKC
zt5HS,status_quo,6,true,NoOffer,NA,low_quality,60,94,44,524,572,AWYYC7JMKPT2F,Krystine,2021-06-10 00:04:22.005,2021-06-10 00:04:22.895,true,true,NA,0,0,true,true,blue,blue,AWYYC7JMKPT2FPP6yD,Krystine09AFq
JJ7zt,holistic,2,true,Offer,RejectOffer,low_quality,0,69,59,524,530,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:36:02.138,2021-06-09 16:36:02.891,true,true,2 blue balls,16,20,true,true,blue,blue,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
lx1bK,holistic,9,true,Offer,MixWithHighBlue,high_quality,85,62,32,572,590,moonstar,AF3GBE14UJF1M,2021-06-09 21:20:44.145,2021-06-09 21:20:57.334,true,true,2 blue balls,16,20,true,true,blue,blue,moonstarIje95,AF3GBE14UJF1MxT2kF
JJ7zt,holistic,3,true,Offer,MixWithHighBlue,low_quality,71,51,2,532,540,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:36:30.349,2021-06-09 16:36:31.009,true,true,1 blue and 1 red,8,10,true,true,red,blue,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
JJ7zt,holistic,1,true,Offer,MixWithLowBlue,low_quality,73,97,3,508,510,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:35:24.732,2021-06-09 16:35:24.737,true,true,1 blue and 1 red,8,10,true,true,red,blue,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
3lfPW,holistic,1,,,,low_quality,21,97,18,500,500,john,,2021-06-09 19:41:35.926,,false,false,,,,false,false,,,johnelUU5,
JJ7zt,holistic,9,true,Offer,MixWithLowBlue,high_quality,88,85,57,596,620,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:39:12.903,2021-06-09 16:39:13.649,true,true,2 blue balls,16,20,true,true,blue,blue,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
Nnmp1,holistic,10,true,Offer,RejectOffer,low_quality,25,71,47,612,640,Brad,Daris,2021-06-09 16:25:46.933,2021-06-09 16:25:49.896,false,false,2 blue balls,16,20,true,true,blue,blue,Bradsd4Xj,DarisJHpKC
Nnmp1,holistic,9,true,Offer,MixWithLowBlue,low_quality,54,92,47,596,620,Brad,Daris,2021-06-09 16:24:33.113,2021-06-09 16:24:33.354,true,true,2 blue balls,16,20,true,true,blue,blue,Bradsd4Xj,DarisJHpKC
lx1bK,holistic,2,true,Offer,MixWithHighBlue,high_quality,89,43,53,508,510,moonstar,AF3GBE14UJF1M,2021-06-09 21:17:39.721,2021-06-09 21:17:39.919,true,true,2 red balls,0,0,true,true,red,red,moonstarIje95,AF3GBE14UJF1MxT2kF
lx1bK,holistic,1,true,Offer,MixWithLowBlue,high_quality,90,85,17,508,510,moonstar,AF3GBE14UJF1M,2021-06-09 21:16:58.345,2021-06-09 21:16:58.813,true,true,1 blue and 1 red,8,10,true,true,red,blue,moonstarIje95,AF3GBE14UJF1MxT2kF
JJ7zt,holistic,7,true,Offer,RejectOffer,low_quality,53,58,7,572,590,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:37:43.06,2021-06-09 16:37:43.306,true,true,1 blue and 1 red,8,10,true,true,red,blue,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
JJ7zt,holistic,5,true,Offer,MixWithLowBlue,low_quality,69,73,7,564,580,bryanmd88,A1B1X7P26ZYP7G,2021-06-09 16:37:10.75,2021-06-09 16:37:11.174,true,true,2 blue balls,16,20,true,true,blue,blue,bryanmd88w9xuD,A1B1X7P26ZYP7GVoAKj
lx1bK,holistic,4,true,NoOffer,NA,low_quality,61,88,42,532,540,moonstar,AF3GBE14UJF1M,2021-06-09 21:18:25.12,2021-06-09 21:18:25.063,true,true,2 blue balls,16,20,true,true,blue,blue,moonstarIje95,AF3GBE14UJF1MxT2kF
jqC6g,status_quo,1,,,,high_quality,80,98,30,500,500,A1F8F4P54T9SU6,A4EEVK4PD4NOC,2021-06-09 23:14:12.712,2021-06-09 22:21:59.083,false,false,,,,true,false,,,A1F8F4P54T9SU6fjbCh,A4EEVK4PD4NOC74pRp
zt5HS,status_quo,8,true,NoOffer,NA,low_quality,61,82,25,532,596,AWYYC7JMKPT2F,Krystine,2021-06-10 00:05:08.133,2021-06-10 00:05:08.268,true,true,NA,0,0,true,true,red,blue,AWYYC7JMKPT2FPP6yD,Krystine09AFq
zt5HS,status_quo,2,true,Offer,MixWithHighBlue,high_quality,100,65,39,516,548,AWYYC7JMKPT2F,Krystine,2021-06-10 00:02:12.775,2021-06-10 00:02:12.98,true,true,blue ball,8,24,true,true,blue,blue,AWYYC7JMKPT2FPP6yD,Krystine09AFq
rGugx,holistic,1,,,,high_quality,89,50,7,500,500,jon,,2021-06-10 04:27:23.347,,false,false,,,,false,false,,,jonTPcNb,
Ve4uK,holistic,1,,,,high_quality,88,66,54,500,500,bob,Giraffe,2021-06-09 17:18:40.097,2021-06-09 16:30:50.847,false,false,,,,true,false,,,bobCZ3qt,GiraffepBPuv
zt5HS,status_quo,1,true,Offer,MixWithHighBlue,high_quality,95,98,49,508,524,AWYYC7JMKPT2F,Krystine,2021-06-10 00:01:24.521,2021-06-10 00:01:24.569,true,true,blue ball,8,24,true,true,red,blue,AWYYC7JMKPT2FPP6yD,Krystine09AFq
zt5HS,status_quo,4,true,NoOffer,NA,low_quality,7,57,32,524,572,AWYYC7JMKPT2F,Krystine,2021-06-10 00:03:50.936,2021-06-10 00:03:51.658,true,true,NA,0,0,true,true,blue,red,AWYYC7JMKPT2FPP6yD,Krystine09AFq
01pHf,status_quo,1,,,,low_quality,74,56,39,500,500,A17TZUNWEFMZ3B,,2021-06-10 00:57:29.483,,false,false,,,,false,false,,,A17TZUNWEFMZ3BOZgTA,
zt5HS,status_quo,9,true,Offer,MixWithHighBlue,high_quality,92,85,11,540,620,AWYYC7JMKPT2F,Krystine,2021-06-10 00:05:41.192,2021-06-10 00:05:41.472,true,true,blue ball,8,24,true,true,blue,blue,AWYYC7JMKPT2FPP6yD,Krystine09AFq
7YVaK,holistic,1,,,,low_quality,48,50,31,500,500,Krys,,2021-06-09 21:46:16.525,,false,false,,,,false,false,,,Krys5jnp9,
Xkc1M,status_quo,1,,,,low_quality,75,88,45,500,500,Emmm,,2021-06-10 03:16:47.185,,false,false,,,,true,false,,,Emmmb5T8w,
IxkXn,status_quo,1,,,,high_quality,98,76,45,500,500,,AMB,,2021-06-10 08:01:43.546,false,false,,,,false,false,,,,AMB45grk
fAiZ7,holistic,1,,,,low_quality,58,79,10,500,500,,A35UPRWU1QWP2F,,2021-06-10 11:20:36.512,false,false,,,,false,false,,,,A35UPRWU1QWP2FeeKdJ
TQrA3,holistic,1,true,NoOffer,NA,low_quality,59,54,52,508,510,A2VAL2BRKVSUB5,A3GVUYY3TWRPZT,2021-06-10 13:17:12.974,2021-06-10 13:17:13.498,true,true,1 blue and 1 red,8,10,true,true,red,blue,A2VAL2BRKVSUB59d0kJ,A3GVUYY3TWRPZTCFh4r
HSGQ3,status_quo,1,,,,high_quality,100,48,47,500,500,RaRa,,2021-06-10 13:11:31.98,,false,false,,,,false,false,,,RaRasOMMZ,
TQrA3,holistic,2,true,NoOffer,NA,low_quality,77,80,49,516,520,A2VAL2BRKVSUB5,A3GVUYY3TWRPZT,2021-06-10 13:17:36.133,2021-06-10 13:17:35.908,true,true,1 blue and 1 red,8,10,true,true,blue,red,A2VAL2BRKVSUB59d0kJ,A3GVUYY3TWRPZTCFh4r
Nz5IT,status_quo,1,,,,high_quality,82,62,50,500,500,C,,2021-06-10 13:42:00.444,,false,false,,,,false,false,,,CzBFJD,
0TZe4,holistic,1,,,,low_quality,43,53,8,500,500,,jrd,,2021-06-10 17:28:56.342,false,false,,,,false,false,,,,jrduJRrU
lx1bK,holistic,8,true,Offer,RejectOffer,low_quality,11,44,44,548,560,moonstar,AF3GBE14UJF1M,2021-06-09 21:19:53.822,2021-06-09 21:19:54.358,true,true,2 red balls,0,0,true,true,red,red,moonstarIje95,AF3GBE14UJF1MxT2kF
FhUKB,holistic,2,true,Offer,MixWithLowBlue,high_quality,84,48,12,516,520,Phoenix,A3A2H16ZRZJ94N,2021-06-10 15:17:28.03,2021-06-10 15:17:28.19,true,true,2 red balls,0,0,true,true,red,red,PhoenixLBSXa,A3A2H16ZRZJ94NZnr4w
xvlwE,status_quo,1,,,,high_quality,97,84,29,500,500,Em,,2021-06-10 01:54:07.196,,false,false,,,,false,false,,,EmIR2NN,
USlYN,holistic,1,,,,low_quality,44,69,44,500,500,A25M33W5R016EA,A25M33W5R016EA,2021-06-09 18:04:13.589,2021-06-09 18:04:21.01,false,false,,,,false,false,,,A25M33W5R016EAzEVFp,A25M33W5R016EAzZ5cr
zt5HS,status_quo,7,true,Offer,MixWithHighBlue,high_quality,92,96,16,532,596,AWYYC7JMKPT2F,Krystine,2021-06-10 00:04:54.089,2021-06-10 00:04:54.198,true,true,blue ball,8,24,true,true,red,blue,AWYYC7JMKPT2FPP6yD,Krystine09AFq
lx1bK,holistic,3,true,NoOffer,NA,low_quality,65,58,15,516,520,moonstar,AF3GBE14UJF1M,2021-06-09 21:18:02.903,2021-06-09 21:18:02.979,true,true,1 blue and 1 red,8,10,true,true,red,blue,moonstarIje95,AF3GBE14UJF1MxT2kF
zt5HS,status_quo,3,true,Offer,MixWithLowBlue,high_quality,80,44,50,524,572,AWYYC7JMKPT2F,Krystine,2021-06-10 00:03:18.847,2021-06-10 00:03:19.386,true,true,blue ball,8,24,true,true,blue,red,AWYYC7JMKPT2FPP6yD,Krystine09AFq
